id;DESCRIPTION;price;link;image_link;availability;brand;delivery_time;gtin_ean;product_type;sale_price;size;stock;title
398gm10bephn0024ht;Mando a Distancia Philips 398GM10BEPHN0024HT KF463-006, NUEVO y ORIGINAL;41.32;https://www.sspelectronic.com/producto/11227-;https://www.sspelectronic.com/images/productos/img/11227-1-original.jpg;S;PHILIPS;2;1300000010486;Mandos a Distancia;50;0.5 x 0.5 x 0.5;0;Mando a Distancia Philips 398GM10BEPHN0024HT KF463-006, NUEVO y ORIGINAL
BN41-02112A;Placa T-con SAMSUNG UE48H8000SL SK98BN950 BN41-02112A LSF480HQ02;37.19;https://www.sspelectronic.com/producto/11228-;https://www.sspelectronic.com/images/productos/img/11228-1-original.jpg;S;;2;1300000010487;Placa TCon;45;0.5 x 0.5 x 0.5;;Placa T-con SAMSUNG UE48H8000SL SK98BN950 BN41-02112A LSF480HQ02
BN41-02662A #8;Placa Main Samsung UE55TU8005K BN94-15451S BN41-02756C BN07-01642A;75;https://www.sspelectronic.com/producto/11229-;https://www.sspelectronic.com/images/productos/img/11229-1-original.jpg;S;;2;1300000010488;Placas Main;90.75;0.5 x 0.5 x 0.5;0;Placa Main Samsung UE55TU8005K BN94-15451S BN41-02756C BN07-01642A
EAX55176301/10;Fuente Alimentación LG EAX55176301/10, USADA;45;https://www.sspelectronic.com/producto/11231-;https://www.sspelectronic.com/images/productos/img/11231-1-original.jpg;S;;2;1300000010489;Fuentes de Alimentación;54.45;0.5 x 0.5 x 0.5;0;Fuente Alimentación LG EAX55176301/10, USADA
EAB64370908;Altavoces LG 75UP75006LC EAB64370908 14W;12.4;https://www.sspelectronic.com/producto/11232-;https://www.sspelectronic.com/images/productos/img/11232-1-original.jpg;S;;2;1300000010490;Altavoces TV;15;0.5 x 0.5 x 0.5;0;Altavoces LG 75UP75006LC EAB64370908 14W
EBR83592701 #3;Módulo IR/Botonera LG 75UP75006LC EBR83592304;12.4;https://www.sspelectronic.com/producto/11233-;https://www.sspelectronic.com/images/productos/img/11233-1-original.jpg;S;LG;2;1300000010491;Módulos IR;15;0.5 x 0.5 x 0.5;1;Módulo IR/Botonera LG 75UP75006LC EBR83592304
EAD64666104 #6;Cable Flex / LVDS LG 75UP75006LC EAD64666323;8.26;https://www.sspelectronic.com/producto/11234-;https://www.sspelectronic.com/images/productos/img/11234-1-original.jpg;S;LG;2;1300000010492;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;2;Cable Flex / LVDS LG 75UP75006LC EAD64666323
EAY64388811 EAX66923201 #9;Fuente Alimentación LG 75UP75006LC EPCD21CA1B LGP75T-20U1;74.38;https://www.sspelectronic.com/producto/11235-;https://www.sspelectronic.com/images/productos/img/11235-1-original.jpg;S;LG;2;1300000010493;Fuentes de Alimentación;90;0.5 x 0.5 x 0.5;1;Fuente Alimentación LG 75UP75006LC EPCD21CA1B LGP75T-20U1
EAX6687300 #12;Placa Main LG 75UP75006LC EAX69715102(1.0) HC750DQG-ABURB-A1S1;74.38;https://www.sspelectronic.com/producto/11236-;https://www.sspelectronic.com/images/productos/img/11236-1-original.jpg;S;;2;1300000010494;Placas Main;90;0.5 x 0.5 x 0.5;0;Placa Main LG 75UP75006LC EAX69715102(1.0) HC750DQG-ABURB-A1S1
BN96-39821F #4;Cable Flex / LVDS Samsung QE75Q68AAU BN96-52806A;8.26;https://www.sspelectronic.com/producto/11237-;https://www.sspelectronic.com/images/productos/img/11237-1-original.jpg;S;;2;1300000010495;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS Samsung QE75Q68AAU BN96-52806A
BN94-10712A REV. 1.4 #8;Fuente Alimentación SAMSUNG QE75Q68AAU BN4401103A REV:1.3;82.64;https://www.sspelectronic.com/producto/11238-;https://www.sspelectronic.com/images/productos/img/11238-1-original.jpg;S;SAMSUNG;2;1300000010496;Fuentes de Alimentación;100;0.5 x 0.5 x 0.5;1;Fuente Alimentación SAMSUNG QE75Q68AAU BN4401103A REV:1.3
1188802 #14;Cable Flex / LVDS HISENSE 65A7100F 1242169;8.26;https://www.sspelectronic.com/producto/11239-;https://www.sspelectronic.com/images/productos/img/11239-1-original.jpg;S;HISENSE;2;1300000010497;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS HISENSE 65A7100F 1242169
RSAG7.820.8698/ROH #3;Placa Main Hisense 65A7100F RSAG7.820.11579/R0H HD650X1U51-TAL;57.85;https://www.sspelectronic.com/producto/11240-;https://www.sspelectronic.com/images/productos/img/11240-1-original.jpg;S;HISENSE;2;1300000010498;Placas Main;70;0.5 x 0.5 x 0.5;0;Placa Main Hisense 65A7100F RSAG7.820.11579/R0H HD650X1U51-TAL
RSAG7.820.5687/ROH HLL-4855WQ #6;Fuente Alimentación Hisense 65A7100F RSAG7.820.8718/ROH;66.12;https://www.sspelectronic.com/producto/11241-;https://www.sspelectronic.com/images/productos/img/11241-1-original.jpg;S;;2;1300000010499;Fuentes de Alimentación;80;0.5 x 0.5 x 0.5;1;Fuente Alimentación Hisense 65A7100F RSAG7.820.8718/ROH
RSAG7.820.7932/ROH H55B7500 #2;Placa TCon HISENE 65A7100F RSAG7.820.11100/ROH;28.93;https://www.sspelectronic.com/producto/11242-;https://www.sspelectronic.com/images/productos/img/11242-1-original.jpg;S;HISENSE;2;1300000010500;Placa TCon;35;0.5 x 0.5 x 0.5;0;Placa TCon HISENE 65A7100F RSAG7.820.11100/ROH
EAX6720900 #8;Fuente de Alimentacion LG 65UP75006LF LGP65T-20U1 EAX69083101(1.7) EAY65769211;70.25;https://www.sspelectronic.com/producto/11243-;https://www.sspelectronic.com/images/productos/img/11243-1-original.jpg;S;;2;1300000010501;Fuentes de Alimentación;85;0.5 x 0.5 x 0.5;3;Fuente de Alimentacion LG 65UP75006LF LGP65T-20U1 EAX69083101(1.7) EAY65769211
UE43NU7459UXZG BN94-13295Q;Placa Main SAMSUNG UE43NU7459UXZG BN94-13295Q;130;https://www.sspelectronic.com/producto/11244-;https://www.sspelectronic.com/images/productos/img/11244-1-original.jpg;S;;2;1300000010502;Placas Main;157.3;0.5 x 0.5 x 0.5;1;Placa Main SAMSUNG UE43NU7459UXZG BN94-13295Q
4859595985 #2;Modulo Wireless / Wifi LG 55NANO796PLC EAT65166902 2703H LGSBWAC03 V1.3;12.4;https://www.sspelectronic.com/producto/11245-;https://www.sspelectronic.com/images/productos/img/11245-1-original.jpg;S;;2;1300000010503;Modulos Wireless Wifi;15;0.5 x 0.5 x 0.5;7;Modulo Wireless / Wifi LG 55NANO796PLC EAT65166902 2703H LGSBWAC03 V1.3
EAD64666102 #2;Cable Flex / LVDS LG 55NANO796PLC EAD65891108;8.26;https://www.sspelectronic.com/producto/11246-;https://www.sspelectronic.com/images/productos/img/11246-1-original.jpg;S;;2;1300000010504;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;4;Cable Flex / LVDS LG 55NANO796PLC EAD65891108
EAD64666102 #3;Cable Flex / LVDS LG 55NANO796PLC EAD65891107;8.26;https://www.sspelectronic.com/producto/11247-;https://www.sspelectronic.com/images/productos/img/11247-1-original.jpg;S;;2;1300000010505;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;2;Cable Flex / LVDS LG 55NANO796PLC EAD65891107
EAX67209001;Fuente de Alimentacion LG 55NANO796PLC EAX69501702(1.0) EAY65895522 LGP55NT-21U1;66.12;https://www.sspelectronic.com/producto/11248-;https://www.sspelectronic.com/images/productos/img/11248-1-original.jpg;S;;2;1300000010506;Fuentes de Alimentación;80;0.5 x 0.5 x 0.5;0;Fuente de Alimentacion LG 55NANO796PLC EAX69501702(1.0) EAY65895522 LGP55NT-21U1
EAX6825360 #19;Placa Main LG 55NANO796PLC EAX69581203(1.0) HC550DQG-VSDAD-A141 66681803;66.12;https://www.sspelectronic.com/producto/11249-;https://www.sspelectronic.com/images/productos/img/11249-1-original.jpg;S;LG;2;1300000010507;Placas Main;80;0.5 x 0.5 x 0.5;0;Placa Main LG 55NANO796PLC EAX69581203(1.0) HC550DQG-VSDAD-A141 66681803
1198450 #9;Cable Flex / LVDS HISENSE 70A7100F 1239523;8.26;https://www.sspelectronic.com/producto/11250-;https://www.sspelectronic.com/images/productos/img/11250-1-original.jpg;S;HISENSE;2;1300000010508;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS HISENSE 70A7100F 1239523
62652626 #5;Cable Flex / LVDS HISENSE 50U7QF 1230688;8.26;https://www.sspelectronic.com/producto/11251-;https://www.sspelectronic.com/images/productos/img/11251-1-original.jpg;S;;2;1300000010509;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;;Cable Flex / LVDS HISENSE 50U7QF 1230688
1198450 #10;Cable Flex / LVDS HISENSE 70A7100F 1237165;8.26;https://www.sspelectronic.com/producto/11252-;https://www.sspelectronic.com/images/productos/img/11252-1-original.jpg;S;HISENSE;2;1300000010510;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS HISENSE 70A7100F 1237165
VIT68158-12W6O-01L/ROH, VIT68158-12W6O-01R/ROH #3;Altavoces Hisense 70A7100F VIT40200-18W6R;8.26;https://www.sspelectronic.com/producto/11253-;https://www.sspelectronic.com/images/productos/img/11253-1-original.jpg;S;HISENSE;2;1300000010511;Altavoces TV;10;0.5 x 0.5 x 0.5;1;Altavoces Hisense 70A7100F VIT40200-18W6R
Pies Hisense H55B7100 #7;Pies Hisense 70A7100F 1852-L 1852-R (Sin Tornillos);16.53;https://www.sspelectronic.com/producto/11254-;https://www.sspelectronic.com/images/productos/img/11254-1-original.jpg;S;HISENSE;2;1300000010512;Soportes, Pies, Peanas...;20;0.5 x 0.5 x 0.5;2;Pies Hisense 70A7100F 1852-L 1852-R (Sin Tornillos)
1187739, 2017DP7836, 2AJVQ-ZD7638GU #2;Modulo Wireless/Wifi HISENSE 70A7100F 22470-ZD7638GU 1204280;12.4;https://www.sspelectronic.com/producto/11255-;https://www.sspelectronic.com/images/productos/img/11255-1-original.jpg;S;HISENSE;2;1300000010513;Modulos Wireless Wifi;15;0.5 x 0.5 x 0.5;2;Modulo Wireless/Wifi HISENSE 70A7100F 22470-ZD7638GU 1204280
4946465562 #3;Placa TCon Hisense 70A7100F CV700U2-T01-CB-3;24.79;https://www.sspelectronic.com/producto/11256-;https://www.sspelectronic.com/images/productos/img/11256-1-original.jpg;S;;2;1300000010514;Placa TCon;30;0.5 x 0.5 x 0.5;1;Placa TCon Hisense 70A7100F CV700U2-T01-CB-3
RSAG.820.7918/ROH, H50A6140 #5;Fuente Alimentación Hisense 70A7100F RSAG7.820.9701/ROH;66.12;https://www.sspelectronic.com/producto/11257-;https://www.sspelectronic.com/images/productos/img/11257-1-original.jpg;S;HISENSE;2;1300000010515;Fuentes de Alimentación;80;0.5 x 0.5 x 0.5;1;Fuente Alimentación Hisense 70A7100F RSAG7.820.9701/ROH
RSAG7.820.5870/ROH #7;Placa Main Hisense 70A7100F RSAG7.820.9580/ROH;74.38;https://www.sspelectronic.com/producto/11258-;https://www.sspelectronic.com/images/productos/img/11258-1-original.jpg;S;;2;1300000010516;Placas Main;90;0.5 x 0.5 x 0.5;0;Placa Main Hisense 70A7100F RSAG7.820.9580/ROH
ST5461D04-1-C-1 #6;Placa TCon Hisense 70A7100F RSAG7.820.10019/ROH;28.93;https://www.sspelectronic.com/producto/11259-;https://www.sspelectronic.com/images/productos/img/11259-1-original.jpg;S;;2;1300000010517;Placa TCon;35;0.5 x 0.5 x 0.5;0;Placa TCon Hisense 70A7100F RSAG7.820.10019/ROH
378G0110457GAB #2;Altavoces PHILIPS 70PUS8535/12 378G0110390CAB;12.4;https://www.sspelectronic.com/producto/11260-;https://www.sspelectronic.com/images/productos/img/11260-1-original.jpg;S;;2;1300000010518;Altavoces TV;15;0.5 x 0.5 x 0.5;4;Altavoces PHILIPS 70PUS8535/12 378G0110390CAB
715GA039-R01-000-004Y #5;Módulo IR Philips 70PUS8535/12 715GA039-R0A-002-004Y;16.53;https://www.sspelectronic.com/producto/11261-;https://www.sspelectronic.com/images/productos/img/11261-1-original.jpg;S;PHILIPS;2;1300000010519;Módulos IR;20;0.5 x 0.5 x 0.5;1;Módulo IR Philips 70PUS8535/12 715GA039-R0A-002-004Y
715G7665-T01-000-004T #7;Placa Tcon PHILIPS 70PUS8535/12 CV700U1-T01-CB-1;28.93;https://www.sspelectronic.com/producto/11262-;https://www.sspelectronic.com/images/productos/img/11262-1-original.jpg;S;PHILIPS;2;1300000010520;Placa TCon;35;0.5 x 0.5 x 0.5;0;Placa Tcon PHILIPS 70PUS8535/12 CV700U1-T01-CB-1
AWM 20798, E337139 #6;Cable Flex / LVDS Philips 70PUS8535/12 E339609 AWM 20941 105C 90V VW-1;8.26;https://www.sspelectronic.com/producto/11263-;https://www.sspelectronic.com/images/productos/img/11263-1-original.jpg;S;PHILIPS;2;1300000010521;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS Philips 70PUS8535/12 E339609 AWM 20941 105C 90V VW-1
45626545 #5;Fuente Alimentacion Philips 70PUS8535/12 TPV 715GA025-P01-000-003M;61.98;https://www.sspelectronic.com/producto/11264-;https://www.sspelectronic.com/images/productos/img/11264-1-original.jpg;S;;2;1300000010522;Fuentes de Alimentación;75;0.5 x 0.5 x 0.5;0;Fuente Alimentacion Philips 70PUS8535/12 TPV 715GA025-P01-000-003M
X37T8314 #2;Pies Philips 70PUS8535/12 (con tornillos);20.66;https://www.sspelectronic.com/producto/11265-;https://www.sspelectronic.com/images/productos/img/11265-1-original.jpg;S;PHILIPS;2;1300000010523;Soportes, Pies, Peanas...;25;0.5 x 0.5 x 0.5;0;Pies Philips 70PUS8535/12 (con tornillos)
ZH1.190-03 LN4110 #4;Placa Main PHILIPS 70PUS8535/12 715GA006-M0D-B01-005K;82.64;https://www.sspelectronic.com/producto/11266-;https://www.sspelectronic.com/images/productos/img/11266-1-original.jpg;S;;2;1300000010524;Placas Main;100;0.5 x 0.5 x 0.5;0;Placa Main PHILIPS 70PUS8535/12 715GA006-M0D-B01-005K
56546222 #2;Placa Main Samsung C24F390FHU, BN94-12201K BN41-02507B;20.66;https://www.sspelectronic.com/producto/11267-;https://www.sspelectronic.com/images/productos/img/11267-1-original.jpg;S;;2;1300000010525;Placas Main;25;0.5 x 0.5 x 0.5;1;Placa Main Samsung C24F390FHU, BN94-12201K BN41-02507B
BN96-39822E #4;Cable Flex / LVDS Samsung C24F390FHU BN96-34321F REV.01;8.26;https://www.sspelectronic.com/producto/11268-;https://www.sspelectronic.com/images/productos/img/11268-1-original.jpg;S;;2;1300000010526;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS Samsung C24F390FHU BN96-34321F REV.01
LM41-00319A #2;Tira Leds Samsung S24F350FHU AOT_SEC_23D5_1X36_7020PCT-d7t_V1_20160812;12.4;https://www.sspelectronic.com/producto/6881-;https://www.sspelectronic.com/images/productos/img/6881-1-original.jpg;S;;2;1300000010527;Tiras Leds TV;15;0.5 x 0.5 x 0.5;1;Tira Leds Samsung S24F350FHU AOT_SEC_23D5_1X36_7020PCT-d7t_V1_20160812
BN96-39308A #2;Pie con Soporte Samsung S22F350FHU BN61-13318A;16.53;https://www.sspelectronic.com/producto/6403-;https://www.sspelectronic.com/images/productos/img/6403-1-original.jpg;S;SAMSUNG;2;1300000010528;Soportes, Pies, Peanas...;20;0.5 x 0.5 x 0.5;0;Pie con Soporte Samsung S22F350FHU BN61-13318A
Modulo Botonera R0171-1781-0060, HP 22F 21.5-INCH;Modulo Botonera HP 24m 32.8 inch Display 3202120385020H0 60104-04782;8.26;https://www.sspelectronic.com/producto/11269-;https://www.sspelectronic.com/images/productos/img/11269-1-original.jpg;S;HP;2;1300000010529;Modulos Wireless Wifi;10;0.5 x 0.5 x 0.5;1;Modulo Botonera HP 24m 32.8 inch Display 3202120385020H0 60104-04782
151552322323 #2;Placa Main HP 24m 32.8 inch Display 3202120390020H0;20.66;https://www.sspelectronic.com/producto/11270-;https://www.sspelectronic.com/images/productos/img/11270-1-original.jpg;S;;2;1300000010530;Placas Main;25;0.5 x 0.5 x 0.5;0;Placa Main HP 24m 32.8 inch Display 3202120390020H0
cflcpphp24-x019nl #2;Cable Flex LVDS HP 24m 32.8 inch Display;8.26;https://www.sspelectronic.com/producto/11271-;https://www.sspelectronic.com/images/productos/img/11271-1-original.jpg;S;;2;1300000010531;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex LVDS HP 24m 32.8 inch Display
PIEHP24-X019NL #3;Pie HP 24m 32.8 inch Display;16.53;https://www.sspelectronic.com/producto/11272-;https://www.sspelectronic.com/images/productos/img/11272-1-original.jpg;S;HP;2;1300000010532;Soportes, Pies, Peanas...;20;0.5 x 0.5 x 0.5;0;Pie HP 24m 32.8 inch Display
Tira Leds HP 24Y DISPLAY NC-10401-00586-2-92B-0168;Tira Leds HP 24m 32.8 inch Display LBM238M1904-BR-1(HF)(0) swap de desmontaje;12.4;https://www.sspelectronic.com/producto/11273-;https://www.sspelectronic.com/images/productos/img/11273-1-original.jpg;S;HP;2;1300000010533;Modulos Wireless Wifi;15;0.5 x 0.5 x 0.5;1;Tira Leds HP 24m 32.8 inch Display LBM238M1904-BR-1(HF)(0) swap de desmontaje
Carcasa Embellecedor Frontal Inferior All In One H;Carcasa Embellecedor Frontal Inferior HP 24m 32.8 inch Display;12.4;https://www.sspelectronic.com/producto/11274-;https://www.sspelectronic.com/images/productos/img/11274-1-original.jpg;S;;2;1300000010534;Carcasas;15;0.5 x 0.5 x 0.5;1;Carcasa Embellecedor Frontal Inferior HP 24m 32.8 inch Display
LB65073 #15;Tira 9 leds Hisense H50B7320 E469119 HD500V1U51-TOL2-12mm LB5009C swap de desmontaje;14.05;https://www.sspelectronic.com/producto/11275-;https://www.sspelectronic.com/images/productos/img/11275-1-original.jpg;S;HISENSE;2;1300000010535;Tiras Leds TV;17;0.5 x 0.5 x 0.5;;Tira 9 leds Hisense H50B7320 E469119 HD500V1U51-TOL2-12mm LB5009C swap de desmontaje
BN96-39781A #11;Tira 10 Leds Samsung UE55AU7175U 261501010106 VLAT BN96-10255Y;16.53;https://www.sspelectronic.com/producto/11277-;https://www.sspelectronic.com/images/productos/img/11277-1-original.jpg;S;;2;1300000010536;Tiras Leds TV;20;0.5 x 0.5 x 0.5;2;Tira 10 Leds Samsung UE55AU7175U 261501010106 VLAT BN96-10255Y
BN96-39781A #12;Tira 10 Leds Samsung UE55AU7175U 261501010104 VL8U BN96-02355Y;16.53;https://www.sspelectronic.com/producto/11278-;https://www.sspelectronic.com/images/productos/img/11278-1-original.jpg;S;;2;1300000010537;Tiras Leds TV;20;0.5 x 0.5 x 0.5;0;Tira 10 Leds Samsung UE55AU7175U 261501010104 VL8U BN96-02355Y
SSC_Trident_55UK63_S #18;Tira 6 Leds LG 55NANO796PC SSC_Y21 Slim Trident_55NANO75_CSOT_A_S;12.4;https://www.sspelectronic.com/producto/11279-;https://www.sspelectronic.com/images/productos/img/11279-1-original.jpg;S;;2;1300000010538;Tiras Leds TV;15;0.5 x 0.5 x 0.5;7;Tira 6 Leds LG 55NANO796PC SSC_Y21 Slim Trident_55NANO75_CSOT_A_S
715G7006-T2A-002-005K65 #12;Tira 10 leds Philips 70PUS8535/12 LB-GM3030-GJ0D227018X10PC99-T swap de desmontaje;12.4;https://www.sspelectronic.com/producto/11280-;https://www.sspelectronic.com/images/productos/img/11280-1-original.jpg;S;;2;1300000010539;Tiras Leds TV;15;0.5 x 0.5 x 0.5;18;Tira 10 leds Philips 70PUS8535/12 LB-GM3030-GJ0D227018X10PC99-T swap de desmontaje
BN41-02378A #2;Tira Leds SAMSUNG QE75Q68AAU S1Q7-750SM0-R0;16.53;https://www.sspelectronic.com/producto/11281-;https://www.sspelectronic.com/images/productos/img/11281-1-original.jpg;S;SAMSUNG;2;1300000010540;Tiras Leds TV;20;0.5 x 0.5 x 0.5;4;Tira Leds SAMSUNG QE75Q68AAU S1Q7-750SM0-R0
erf3180h;Mando a Distancia Hisense ERF3180H , Original y Nuevo;16.53;https://www.sspelectronic.com/producto/11282-;https://www.sspelectronic.com/images/productos/img/11282-1-original.jpg;S;HISENSE;2;1300000010541;Mandos a Distancia;20;0.5 x 0.5 x 0.5;0;Mando a Distancia Hisense ERF3180H , Original y Nuevo
BN9651826K #2;Placa Main SAMSUNG UE50TU7095U BN9651826K CY-GT050HGCV3V;49.59;https://www.sspelectronic.com/producto/11283-;https://www.sspelectronic.com/images/productos/img/11283-1-original.jpg;S;;2;1300000010542;Placas Main;60;0.5 x 0.5 x 0.5;1;Placa Main SAMSUNG UE50TU7095U BN9651826K CY-GT050HGCV3V
Fuente Alimentación SAMSUNG UE55NU7172U, TH07, BN4;Fuente Alimentación SAMSUNG UE65RU7475U BN4400932T;66.12;https://www.sspelectronic.com/producto/11284-;https://www.sspelectronic.com/images/productos/img/11284-1-original.jpg;S;;2;1300000010543;Fuentes de Alimentación;80;0.5 x 0.5 x 0.5;1;Fuente Alimentación SAMSUNG UE65RU7475U BN4400932T
BN41-02663A #18;Placa Main Samsung UE65RU7475U BN94-14489G BN41-02703A BN95-00061D;74.38;https://www.sspelectronic.com/producto/11285-;https://www.sspelectronic.com/images/productos/img/11285-1-original.jpg;S;SAMSUNG;2;1300000010544;Placas Main;90;0.5 x 0.5 x 0.5;0;Placa Main Samsung UE65RU7475U BN94-14489G BN41-02703A BN95-00061D
XYT181021, AT0080329 #2;Módulo Botonera TD Systems K50DLJ12US;8.26;https://www.sspelectronic.com/producto/11286-;https://www.sspelectronic.com/images/productos/img/11286-1-original.jpg;S;TD SYSTEM;2;1300000010545;Módulo Botonera;10;0.5 x 0.5 x 0.5;1;Módulo Botonera TD Systems K50DLJ12US
695929265 #2;Placa Main TD SYSTEMS K45DLJ12US HK.T.RT2851P739 D45-M30;45.45;https://www.sspelectronic.com/producto/11287-;https://www.sspelectronic.com/images/productos/img/11287-1-original.jpg;S;;2;1300000010546;Placas Main;55;0.5 x 0.5 x 0.5;0;Placa Main TD SYSTEMS K45DLJ12US HK.T.RT2851P739 D45-M30
BN94-15733H #2;Placa Main SAMSUNG QE50Q60TAU BN94-15733H CY-RT050HGPV1V;82.64;https://www.sspelectronic.com/producto/11288-;https://www.sspelectronic.com/images/productos/img/11288-1-original.jpg;S;;2;1300000010547;Placas Main;100;0.5 x 0.5 x 0.5;0;Placa Main SAMSUNG QE50Q60TAU BN94-15733H CY-RT050HGPV1V
BN9646783A #3;Placa Main Samsung UE50TU8005K BN41-02756C BN94-15770F CY-BT050HGPR1V;49.59;https://www.sspelectronic.com/producto/11289-;https://www.sspelectronic.com/images/productos/img/11289-1-original.jpg;S;;2;1300000010548;Placas Main;60;0.5 x 0.5 x 0.5;3;Placa Main Samsung UE50TU8005K BN41-02756C BN94-15770F CY-BT050HGPR1V
BN9646783A #4;Placa Main Samsung UE50TU8005K BN41-02756B BN94-15380C CY-BT050HGPR1V;49.59;https://www.sspelectronic.com/producto/11290-;https://www.sspelectronic.com/images/productos/img/11290-1-original.jpg;S;;2;1300000010549;Placas Main;60;0.5 x 0.5 x 0.5;0;Placa Main Samsung UE50TU8005K BN41-02756B BN94-15380C CY-BT050HGPR1V
BN59-01264B #2;Modulo Wireless / Wifi SAMSUNG UE50BU8000K BN59-01407A;12.4;https://www.sspelectronic.com/producto/11291-;https://www.sspelectronic.com/images/productos/img/11291-1-original.jpg;S;;2;1300000010550;Modulos Wireless Wifi;15;0.5 x 0.5 x 0.5;0;Modulo Wireless / Wifi SAMSUNG UE50BU8000K BN59-01407A
BN96-35009B #3;Altavoces Samsung UE50BU8000K BN63-19312X001;12.4;https://www.sspelectronic.com/producto/11292-;https://www.sspelectronic.com/images/productos/img/11292-1-original.jpg;S;;2;1300000010551;Altavoces TV;15;0.5 x 0.5 x 0.5;2;Altavoces Samsung UE50BU8000K BN63-19312X001
BN44-00932N #10;Fuente Alimentación SAMSUNG UE50BU8000K BN4401110F;57.85;https://www.sspelectronic.com/producto/11293-;https://www.sspelectronic.com/images/productos/img/11293-1-original.jpg;S;;2;1300000010552;Fuentes de Alimentación;70;0.5 x 0.5 x 0.5;1;Fuente Alimentación SAMSUNG UE50BU8000K BN4401110F
BN41-02528A BN94-10769G #4;Placa Main SAMSUNG UE50BU8000K BN94-17382A CY-SB050HGEY1V BN07-01792A;57.85;https://www.sspelectronic.com/producto/11294-;https://www.sspelectronic.com/images/productos/img/11294-1-original.jpg;S;;2;1300000010553;Placas Main;70;0.5 x 0.5 x 0.5;0;Placa Main SAMSUNG UE50BU8000K BN94-17382A CY-SB050HGEY1V BN07-01792A
N89-NU361 #3;Modulo Wireless / Wifi HISENSE 43A63H M5B54_MB_V1.00 204-B00515;12.4;https://www.sspelectronic.com/producto/11295-;https://www.sspelectronic.com/images/productos/img/11295-1-original.jpg;S;HISENSE;2;1300000010554;Modulos Wireless Wifi;15;0.5 x 0.5 x 0.5;6;Modulo Wireless / Wifi HISENSE 43A63H M5B54_MB_V1.00 204-B00515
1205529 #4;Cable Flex / LVDS HISENSE 43A63H 1246661 JF 220918;8.26;https://www.sspelectronic.com/producto/11296-;https://www.sspelectronic.com/images/productos/img/11296-1-original.jpg;S;HISENSE;2;1300000010555;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;9;Cable Flex / LVDS HISENSE 43A63H 1246661 JF 220918
4946465562 #4;Placa TCon Hisense 43A63H RSAG7.820.11133/ROH;20.66;https://www.sspelectronic.com/producto/11297-;https://www.sspelectronic.com/images/productos/img/11297-1-original.jpg;S;;2;1300000010556;Placa TCon;25;0.5 x 0.5 x 0.5;3;Placa TCon Hisense 43A63H RSAG7.820.11133/ROH
RSAG7.820.6392/ROH H49M3000 #3;Placa Main Hisense 43A63H RSAG7.820.12363/ROH HD425Y1U51-TOL1;49.59;https://www.sspelectronic.com/producto/11298-;https://www.sspelectronic.com/images/productos/img/11298-1-original.jpg;S;HISENSE;2;1300000010557;Placas Main;60;0.5 x 0.5 x 0.5;2;Placa Main Hisense 43A63H RSAG7.820.12363/ROH HD425Y1U51-TOL1
LVDS Hitachi 32HB5W661 #8;Cable Flex / LVDS TOSHIBA 50UF3D63DA 30104137;8.26;https://www.sspelectronic.com/producto/11299-;https://www.sspelectronic.com/images/productos/img/11299-1-original.jpg;S;;2;1300000010558;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;6;Cable Flex / LVDS TOSHIBA 50UF3D63DA 30104137
LD40N300 #5;Modulo Wifi TOSHIBA 50UF3D63DA E88441;16.53;https://www.sspelectronic.com/producto/11300-;https://www.sspelectronic.com/images/productos/img/11300-1-original.jpg;S;;2;1300000010559;Módulos IR;20;0.5 x 0.5 x 0.5;4;Modulo Wifi TOSHIBA 50UF3D63DA E88441
17IPS62 #11;Fuente Alimentación TOSHIBA 50UF3D63DA 17IPS72 23772857;57.85;https://www.sspelectronic.com/producto/11301-;https://www.sspelectronic.com/images/productos/img/11301-1-original.jpg;S;TOSHIBA;2;1300000010560;Fuentes de Alimentación;70;0.5 x 0.5 x 0.5;3;Fuente Alimentación TOSHIBA 50UF3D63DA 17IPS72 23772857
1912 23538346 #4;Placa Main TOSHIBA 50UF3D63DA 17MB180E 23809695 VES500QNDB-N2-N41;57.85;https://www.sspelectronic.com/producto/11302-;https://www.sspelectronic.com/images/productos/img/11302-1-original.jpg;S;;2;1300000010561;Placas Main;70;0.5 x 0.5 x 0.5;0;Placa Main TOSHIBA 50UF3D63DA 17MB180E 23809695 VES500QNDB-N2-N41
